ngram,Intensity/max.value,ST/max.value,SP/max.value
의/JKG;예술/NNG;성/XSN,Medium,Argument,POS
의/JKG;예술/NNG;이/VCP,Medium,Argument,POS
의/JKG;울림/NNG,Medium,Judgment,POS
의/JKG;울림/NNG;으로/JKB,Medium,Judgment,POS
의/JKG;원천/NNG,Medium,Judgment,POS
의/JKG;원천/NNG;이/VCP,Medium,Judgment,POS
의/JKG;입/NNG,High,Argument,NEG
의/JKG;입/NNG;에서/JKB,High,Argument,POS
의/JKG;잉태/NNG,Medium,Argument,NEG
의/JKG;자동차/NNG,Low,Emotion,POS
의/JKG;자동차/NNG;등록/NNG,Low,Argument,POS
의/JKG;자리/NNG,Medium,Argument,POS
의/JKG;자리/NNG;로/JKB,Medium,Judgment,POS
의/JKG;자세/NNG,Medium,Judgment,POS
의/JKG;자세/NNG;로/JKB,Medium,Judgment,POS
의/JKG;자신만만/XR,Medium,Judgment,POS
의/JKG;자신만만/XR;하/XSA,Medium,Judgment,POS
의/JKG;자연/NNG,Medium,Judgment,POS
의/JKG;자연/NNG;스럽/XSA,Medium,Judgment,NEG
의/JKG;재롱떨*/VV,Medium,Argument,POS
의/JKG;재롱떨*/VV;는*/ETM,Medium,Argument,NEG
의/JKG;재앙/NNG,Medium,Argument,POS
의/JKG;쟁점/NNG,High,Argument,POS
의/JKG;저술/NNG,Medium,Argument,POS
의/JKG;적정/NNG,Medium,Argument,NEUT
의/JKG;적정/NNG;화/XSN,Medium,Judgment,NEG
의/JKG;전조/NNG,Medium,Judgment,NEUT
의/JKG;전조/NNG;가/JKC,Medium,Argument,NEG
의/JKG;전투/NNG,Low,Judgment,NEUT
의/JKG;전투/NNG;적/XSN,Low,Judgment,NEG
의/JKG;절반/NNG,Medium,Judgment,POS
의/JKG;절반/NNG;가격/NNG,Medium,Judgment,POS
의/JKG;정/NNG,Medium,Judgment,POS
의/JKG;정/NNG;을/JKO,Medium,Argument,POS
의/JKG;정기/NNG,High,Argument,POS
의/JKG;정기/NNG;를/JKO,High,Judgment,POS
의/JKG;정서/NNG,Medium,Argument,POS
의/JKG;정서/NNG;를/JKO,Medium,Judgment,COMP
의/JKG;정취/NNG,Medium,Judgment,POS
의/JKG;정취/NNG;가/JKS,Medium,Judgment,COMP
의/JKG;정치/NNG,High,Judgment,POS
의/JKG;정치/NNG;적/XSN,High,Judgment,COMP
의/JKG;주류/NNG,Medium,Argument,POS
의/JKG;주류/NNG;이/VCP,Medium,Judgment,POS
의/JKG;주체/NNG,Medium,Judgment,POS
의/JKG;주체/NNG;성/XSN,Medium,Judgment,POS
의/JKG;중요/XR,Medium,Argument,NEG
의/JKG;중요/XR;하/XSA,Medium,Judgment,POS
의/JKG;즐겁/VA,Medium,Judgment,NEG
의/JKG;즐겁/VA;ㄴ/ETM,Medium,Judgment,POS
의/JKG;지갑/NNG,Medium,Judgment,NEG
의/JKG;지갑/NNG;을/JKO,Medium,Judgment,POS
의/JKG;지배/NNG,Medium,Judgment,POS
의/JKG;지배/NNG;를/JKO,Medium,Judgment,POS
의/JKG;지진/NNG,Medium,Judgment,POS
의/JKG;지휘자/NNG,High,Argument,POS
의/JKG;지휘자/NNG;상/NNG,High,Judgment,POS
의/JKG;질환/NNG,Medium,Judgment,POS
의/JKG;질환/NNG;과/JKB,Medium,Argument,POS
의/JKG;집/NNG,Medium,Judgment,POS
의/JKG;집/NNG;이/JKC,Medium,Argument,COMP
의/JKG;집단/NNG,Medium,Judgment,POS
의/JKG;집단/NNG;적/XSN,Medium,Judgment,COMP
의/JKG;책임자/NNG,Low,Judgment,POS
의/JKG;책임자/NNG;들/XSN,Low,Argument,COMP
의/JKG;최고/NNG,High,Argument,POS
의/JKG;최고/NNG;배우/NNG,High,Judgment,POS
의/JKG;특성/NNG,Medium,Judgment,POS
의/JKG;편리/NNG,Medium,Judgment,POS
의/JKG;편리/NNG;하/XSA,Medium,Judgment,POS
의/JKG;편안/NNG,Low,Argument,POS
의/JKG;편안/NNG;하/XSA,Low,Emotion,POS
의/JKG;표상/NNG,Low,Judgment,NEG
의/JKG;표상/NNG;이/VCP,Low,Argument,NEG
의/JKG;풍성/XR,Medium,Judgment,NEG
의/JKG;풍성/XR;하/XSA,Medium,Judgment,NEG
의/JKG;피/NNG,Medium,Judgment,POS
의/JKG;피/NNG;를/JKO,Medium,Argument,NEG
의/JKG;필기/NNG,Medium,Judgment,POS
의/JKG;필기/NNG;시험/NNG,Medium,Judgment,POS
의/JKG;한가/XR,Low,Judgment,POS
의/JKG;한가/XR;롭/XSA,Low,Judgment,POS
의/JKG;한계/NNG,Medium,Judgment,POS
의/JKG;한계/NNG;를/JKO,Medium,Emotion,POS
의/JKG;행사/NNG,Medium,Judgment,POS
의/JKG;행사/NNG;이/VCP,Medium,Judgment,POS
의/JKG;현실/NNG,Medium,Judgment,POS
의/JKG;현실/NNG;성/XSN,Medium,Judgment,NEG
의/JKG;현재/NNG,Low,Judgment,POS
의/JKG;현재/NNG;성/XSN,Low,Argument,NEG
의/JKG;혐의/NNG,High,Judgment,POS
의/JKG;혐의/NNG;를/JKO,High,Judgment,POS
의/JKG;형제/NNG,Medium,Judgment,POS
의/JKG;형제/NNG;의/JKG,Medium,Judgment,POS
의/JKG;확대/NNG,High,Judgment,POS
의/JKG;확대/NNG;형/XSN,High,Judgment,POS
의/JKG;활기/NNG,Medium,Argument,POS
의/JKG;회화/NNG,Low,Argument,POS
의/JKG;회화/NNG;적/XSN,Low,Judgment,POS
의/JKG;흥행/NNG,High,Judgment,POS
의/JKG;흥행/NNG;기록/NNG,High,Judgment,POS
의/JKG;희박/XR,High,Argument,POS
의/JKG;힘/NNG,Medium,Judgment,POS
의/JKG;힘/NNG;을/JKO,Medium,Judgment,POS
의견/NNG,Medium,Argument,NEUT
의견/NNG;을/JKO,Medium,Judgment,POS
의견/NNG;을/JKO;모으/VV,Medium,Argument,POS
의견/NNG;이/JKS,Medium,Judgment,NEG
의견/NNG;이/JKS;나오/VV,Medium,Argument,POS
의구심/NNG,High,Judgment,NEUT
의구심/NNG;도/JX,High,Emotion,POS
의구심/NNG;도/JX;지우/VV,High,Judgment,POS
의도/NNG,Medium,Intention,NEUT
의도/NNG;가/JKS,Medium,Argument,POS
의도/NNG;가/JKS;작용/NNG,Medium,Intention,POS
의도/NNG;를/JKO,Medium,Judgment,POS
의도/NNG;를/JKO;더/MAG,Medium,Intention,POS
의도/NNG;적/XSN,Medium,Argument,POS
의도/NNG;적/XSN;으로/JKB,Medium,Intention,POS
의무/NNG,Low,Argument,POS
의무/NNG;가/JKS,Low,Judgment,POS
의무/NNG;가/JKS;있/VV,Low,Argument,POS
의문/NNG,High,Speculation,NEUT
의문/NNG;을/JKO,High,Judgment,POS
의문/NNG;을/JKO;갖/VV,High,Speculation,POS
의미/NNG,Medium,Judgment,POS
의미/NNG;가/JKS,Medium,Emotion,POS
의미/NNG;가/JKS;막대/XR,Medium,Judgment,POS
의미/NNG;에서/JKB,None,Judgment,POS
의미/NNG;있/VV,Medium,Judgment,POS
의미/NNG;있/VV;는/ETM,Medium,Judgment,POS
의미/NNG;하/XSA,Medium,Argument,POS
의사/NNG,Medium,Agreement,POS
의사/NNG;를/JKO,Medium,Judgment,POS
의사/NNG;를/JKO;나타내/VV,Medium,Agreement,POS
의식/NNG,Medium,Judgment,POS
의식/NNG;장애/NNG,Medium,Judgment,POS
의식/NNG;장애/NNG;는/JX,Medium,Argument,POS
의식/NNG;적/XSN,Medium,Judgment,POS
의식/NNG;적/XSN;흥취/NNG,Medium,Judgment,POS
의식/NNG;하/XSV,Medium,Judgment,POS
의식/NNG;하/XSV;고/EC,Medium,Judgment,POS
의심/NNG,Medium,Judgment,POS
의심/NNG;받/VV,Medium,Judgment,POS
의아/NNG,Medium,Judgment,POS
의아/NNG;스럽/XSA,Medium,Judgment,NEG
의아/NNG;스럽/XSA;어/EC,Medium,Judgment,POS
의아/XR,Low,Judgment,POS
의아/XR;하/XSA,Low,Judgment,POS
의아/XR;하/XSA;아/EC,Low,Judgment,NEG
의외/NNG,Low,Judgment,POS
의외/NNG;의/JKG,Low,Judgment,POS
의외/NNG;의/JKG;한가/XR,Low,Judgment,NEG
의욕/NNG,Medium,Emotion,POS
의욕/NNG;저하/NNG,Medium,Argument,NEG
의존/NNG,Medium,Judgment,POS
의존/NNG;성/XSN,Medium,Argument,NEG
의지/NNG,Low,Intention,POS
의지/NNG;와/JC,Low,Judgment,NEG
의지/NNG;와/JC;정신/NNG,Low,Judgment,COMP
의지/NNG;퇴색/NNG,Low,Intention,POS
의지/NNG;하/XSV,Medium,Intention,POS
의하/VV,High,Judgment,POS
의하/VV;아/EC,High,Intention,POS
의하/VV;아/EC;언로/NNG,High,Judgment,NEG
의학/NNG,Medium,Judgment,NEUT
의학/NNG;지식/NNG,Medium,Argument,POS
의학/NNG;지식/NNG;이/JKS,Medium,Judgment,POS
의혹/NNG,High,Judgment,POS
의혹/NNG;을/JKO,High,Speculation,POS
의혹/NNG;을/JKO;사/VV,High,Judgment,POS
의혹/NNG;을/JKO;오히려/MAG,High,Speculation,POS
의혹/NNG;을/JKO;증폭/NNG,High,Judgment,POS
이*/JKS,High,Emotion,NEG
이*/JKS;새/VV,High,Judgment,POS
이*/JKS;새/VV;도록/EC,High,Emotion,POS
이/JKC,Medium,Judgment,POS
이/JKC;되/VV,Medium,Others,POS
이/JKC;되/VV;ㄴ/ETM,Medium,Argument,POS
이/JKC;되/VV;ㄴ다/EF,Medium,Argument,NEG
이/JKC;되/VV;는/ETM,Medium,Judgment,POS
이/JKC;되/VV;ㅂ시다/EF,Medium,Argument,POS
이/JKC;되/VV;어/EC,Medium,Argument,POS
이/JKC;되/VV;지/EC,High,Judgment,POS
이/JKC;아니/VCN,None,Judgment,POS
이/JKC;아니/VCN;ㄴ가/EC,Low,Argument,POS
이/JKC;아니/VCN;다/EF,Medium,Argument,POS
이/JKC;아니/VCN;ㄹ/ETM,High,Emotion,POS
이/JKC;아니/VCN;라/EC,None,Others,POS
이/JKC;안/MAG,Medium,Judgment,NEG
이/JKC;안/MAG;되/VV,Medium,Argument,NEG
이/JKS,Medium,Judgment,NEG
이/JKS;가/VV,Medium,Argument,NEG
이/JKS;가/VV;기/ETN,Medium,Argument,NEG
이/JKS;가장/MAG,Medium,Agreement,NEG
이/JKS;가장/MAG;크/VA,Medium,Judgment,NEG
이/JKS;가족/NNG,Medium,Judgment,NEG
이/JKS;가족/NNG;하고*/JKB,Medium,Argument,POS
이/JKS;각별/XR,High,Judgment,NEG
이/JKS;각별/XR;하/XSA,High,Emotion,POS
이/JKS;갇히/VV,Medium,Argument,POS
이/JKS;갇히/VV;어/EC,Medium,Argument,POS
이/JKS;갑자기/MAG,Low,Judgment,POS
이/JKS;갑자기/MAG;돌아오/VV,Low,Argument,POS
이/JKS;거세/VA,High,Judgment,POS
이/JKS;거의/MAG,Medium,Judgment,POS
이/JKS;거의/MAG;없/VA,Medium,Judgment,NEG
이/JKS;걸리/VV,Medium,Judgment,POS
이/JKS;결여/NNG,Medium,Judgment,POS
이/JKS;결여/NNG;되/XSV,Medium,Judgment,POS
이/JKS;고르/VA,Medium,Judgment,POS
이/JKS;고르/VA;지/EC,Medium,Judgment,POS
이/JKS;고이/VV,Medium,Emotion,NEG
이/JKS;고조/NNG,Medium,Judgment,NEG
이/JKS;고조/NNG;되/XSV,Medium,Judgment,NEG
이/JKS;곤란/NNG,Medium,Judgment,POS
이/JKS;곤란/NNG;하/XSA,Medium,Argument,NEG
이/JKS;골고루/MAG,Medium,Intention,POS
이/JKS;골고루/MAG;녹/VV,Medium,Judgment,COMP
이/JKS;공존/NNG,Medium,Agreement,POS
이/JKS;공존/NNG;의/JKG,Medium,Argument,COMP
이/JKS;공포/NNG,Medium,Judgment,POS
이/JKS;공포/NNG;와/JC,Medium,Argument,POS
이/JKS;과중/XR,Medium,Judgment,POS
이/JKS;과중/XR;하/XSA,Medium,Judgment,POS
이/JKS;관람객/NNG,Medium,Emotion,POS
이/JKS;관람객/NNG;을/JKO,Medium,Judgment,POS
이/JKS;교포/NNG,Medium,Argument,POS
이/JKS;교포/NNG;에/JKB,Medium,Argument,POS
이/JKS;구별/NNG,Medium,Argument,NEG
이/JKS;구별/NNG;이/JKS,Medium,Argument,POS
이/JKS;국기/NNG,Medium,Judgment,NEG
이/JKS;국기/NNG;게양/NNG,Medium,Argument,POS
이/JKS;그치/VV,Medium,Argument,NEG
이/JKS;그치/VV;ㄹ/ETM,Medium,Judgment,POS
이/JKS;기쁘/VA,Medium,Emotion,POS
이/JKS;기쁘/VA;게/EC,Medium,Judgment,POS
이/JKS;깃들/VV,Medium,Argument,POS
이/JKS;깔리/VV,Medium,Argument,POS
이/JKS;끊/VV,Medium,Argument,NEG
이/JKS;끊/VV;어/EC,Medium,Judgment,POS
이/JKS;끊기/VV,Medium,Judgment,NEG
이/JKS;나/NP,Medium,Judgment,NEG
이/JKS;나/NP;의/JKG,Medium,Argument,POS
이/JKS;나/VV,Medium,Judgment,POS
이/JKS;나/VV;기/ETN,Medium,Argument,POS
이/JKS;나오/VV,Medium,Judgment,POS
이/JKS;나오/VV;면/EC,Medium,Argument,POS
이/JKS;나오/VV;아야/EC,Medium,Argument,POS
이/JKS;날카롭/VA,Medium,Emotion,POS
이/JKS;남발/NNG,Low,Judgment,NEUT
이/JKS;남발/NNG;하/XSV,Low,Judgment,POS
이/JKS;낮/VA,Medium,Argument,NEUT
이/JKS;너무/MAG,Medium,Argument,POS
이/JKS;너무/MAG;많/VA,Medium,Argument,POS
이/JKS;넓/VA,Medium,Argument,POS
이/JKS;넓/VA;어/EC,Medium,Judgment,POS
이/JKS;높/VA,Medium,Judgment,POS
이/JKS;높/VA;은/ETM,Low,Judgment,POS
이/JKS;높/VA;지요/EF,Low,Argument,POS
이/JKS;늘어나/VV,Medium,Argument,NEG
이/JKS;다/MAG,Medium,Argument,NEG
이/JKS;다/MAG;과거/NNG,Medium,Argument,POS
이/JKS;다/MAG;그렇*/VA,None,Others,NEG
이/JKS;다/MAG;하/XSV,Medium,Judgment,NEG
이/JKS;다시/MAG,Medium,Judgment,POS
이/JKS;다시/MAG;쓰/VV,Medium,Argument,NEG
이/JKS;다양/XR,Medium,Argument,POS
이/JKS;다양/XR;하/XSA,Medium,Judgment,POS
이/JKS;달라지/VV,Medium,Judgment,POS
이/JKS;달라지/VV;ㄹ/ETM,Medium,Argument,POS
이/JKS;대여/NNG,Medium,Argument,POS
이/JKS;대여/NNG;쪽/NNG,Medium,Argument,POS
이/JKS;대표/NNG,Medium,Argument,POS
이/JKS;대표/NNG;적/XSN,Medium,Argument,POS
이/JKS;더/MAG,Medium,Argument,NEG
이/JKS;더/MAG;뜻/NNG,Medium,Argument,POS
이/JKS;더욱/MAG,Medium,Judgment,NEG
이/JKS;더욱/MAG;도드라지/VV,Medium,Judgment,POS
이/JKS;도움/NNG,Medium,Judgment,NEG
이/JKS;도움/NNG;이/JKC,Medium,Argument,POS
이/JKS;돋보이/VV,Medium,Judgment,NEG
이/JKS;동/NNG,High,Argument,NEG
이/JKS;동/NNG;그렇/VA,High,Emotion,POS
이/JKS;두/MM,Medium,Judgment,NEG
이/JKS;두/MM;배/NNG,Medium,Judgment,POS
이/JKS;두드러지/VA,Medium,Judgment,POS
이/JKS;뒤섞이/VV,Low,Argument,POS
이/JKS;뒤섞이/VV;ㄴ/ETM,Low,Emotion,POS
이/JKS;드물/VA,Medium,Judgment,NEG
이/JKS;드물/VA;어서/EC,Medium,Judgment,POS
이/JKS;들/VV,Medium,Judgment,NEG
이/JKS;들/VV;거나/EC,Medium,Argument,POS
이/JKS;들어오/VV,Low,Judgment,NEG
이/JKS;들어오/VV;는/ETM,Low,Argument,NEG
이/JKS;떨리/VV,Medium,Argument,POS
이/JKS;뛰/VV,High,Judgment,POS
이/JKS;마비/NNG,Medium,Judgment,POS
이/JKS;마비/NNG;되/XSV,Medium,Argument,NEG
이/JKS;많/VA,Medium,Argument,NEG
이/JKS;많/VA;아요/EF,Medium,Argument,NEG
이/JKS;많이/MAG,Medium,Judgment,NEG
이/JKS;많이/MAG;몰리/VV,Medium,Argument,NEG
이/JKS;많이/MAG;붙/VV,Medium,Judgment,NEG
이/JKS;많이/MAG;생기/VV,Medium,Argument,NEG
이/JKS;매우/MAG,High,Argument,NEG
이/JKS;매우/MAG;적/VA,High,Judgment,NEG
이/JKS;머리/NNG,Low,Argument,POS
이/JKS;머리/NNG;에/JKB,Low,Argument,POS
이/JKS;모으/VV,Medium,Argument,POS
이/JKS;모으/VV;아/EC,Medium,Emotion,POS
이/JKS;모이/VV,Medium,Argument,POS
이/JKS;모이/VV;어/EC,Medium,Argument,POS
이/JKS;모자라/VV,Medium,Argument,NEG
이/JKS;모자라/VV;아/EC,Medium,Judgment,POS
이/JKS;무엇/NP,Medium,Judgment,NEG
이/JKS;무엇/NP;을/JKO,Medium,Argument,POS
이/JKS;물음표/NNG,Medium,Argument,NEG
이/JKS;물음표/NNG;없이/MAG,Medium,Judgment,POS
이/JKS;뭐/NP,Low,Judgment,POS
이/JKS;뭐/NP;가/JKS,Low,Argument,POS
이/JKS;뭐/NP;대단/XR,Medium,Argument,POS
이/JKS;뭐/NP;이/VCP,Low,Speculation,POS
이/JKS;미국/NNP,Low,Emotion,NEG
이/JKS;미국/NNP;에서/JKB,Low,Argument,POS
이/JKS;배/VV,Medium,Judgment,NEG
이/JKS;번식/NNG,Medium,Judgment,NEG
이/JKS;번식/NNG;하/XSV,Medium,Argument,POS
이/JKS;벌어지/VV,High,Argument,POS
이/JKS;벌어지/VV;ㄴ듯/EC,Medium,Judgment,POS
이/JKS;부각/NNG,High,Emotion,POS
이/JKS;부끄럽/VA,Medium,Judgment,POS
이/JKS;부끄럽/VA;지/EC,Medium,Speculation,POS
이/JKS;부르트/VV,Medium,Argument,NEG
이/JKS;부르트/VV;고/EC,Medium,Argument,POS
이/JKS;부족/NNG,Medium,Emotion,NEG
이/JKS;부족/NNG;하/XSA,Medium,Judgment,POS
이/JKS;불/VV,High,Emotion,NEG
이/JKS;비슷/XR,Low,Argument,NEG
이/JKS;비슷/XR;하/XSA,Low,Argument,POS
이/JKS;빠르/VA,Medium,Judgment,NEG
이/JKS;사실/NNG,Medium,Judgment,NEG
이/JKS;사실/NNG;이/VCP,Medium,Argument,POS
이/JKS;상쾌/XR,Medium,Argument,NEG
이/JKS;상쾌/XR;하/XSA,Medium,Emotion,POS
이/JKS;새롭/VA,Low,Emotion,NEG
이/JKS;새롭/VA;게/EC,Low,Judgment,POS
이/JKS;생겨나/VV,Medium,Argument,NEG
이/JKS;생기/VV,Low,Judgment,POS
이/JKS;서로/MAG,Low,Argument,NEUT
이/JKS;서로/MAG;엇나가/VV,Low,Judgment,POS
이/JKS;서울/NNP,Low,Judgment,NEUT
이/JKS;서울/NNP;에/JKB,Low,Argument,POS
이/JKS;섬/NNG,Medium,Argument,NEUT
이/JKS;섬/NNG;을/JKO,Medium,Argument,POS
이/JKS;성공/NNG,Medium,Judgment,POS
이/JKS;성공/NNG;이/VCP,Medium,Argument,POS
이/JKS;쉽/VA,Low,Argument,POS
이/JKS;쉽/VA;게/EC,Low,Judgment,POS
이/JKS;시작/NNG,Medium,Judgment,POS
이/JKS;시작/NNG;되/XSV,Medium,Argument,COMP
이/JKS;시집/NNG,Medium,Judgment,POS
이/JKS;시집/NNG;갈피/NNG,Medium,Judgment,COMP
이/JKS;쏟아지/VV,Medium,Speculation,POS
이/JKS;쏠리/VV,Medium,Argument,POS
이/JKS;쏴아아/MAG,Medium,Judgment,NEG
이/JKS;쏴아아/MAG;열리/VV,Medium,Emotion,COMP
이/JKS;씁쓸/XR,Medium,Judgment,POS
이/JKS;씁쓸/XR;하/XSA,Medium,Emotion,POS
이/JKS;아이/NNG,Medium,Argument,POS
이/JKS;아이/NNG;들/XSN,Medium,Argument,POS
이/JKS;안/MAG,High,Judgment,POS
이/JKS;안/MAG;되/VV,High,Judgment,POS
이/JKS;안/MAG;되/XSV,Medium,Judgment,POS
이/JKS;알/VV,Medium,Argument,POS
이/JKS;알/VV;게/EC,Medium,Argument,POS
이/JKS;앞서/VV,Medium,Emotion,POS
이/JKS;약하/VA,Medium,Judgment,POS
이/JKS;얼마나/MAG,Medium,Judgment,NEG
이/JKS;얼마나/MAG;어렵/VA,Medium,Argument,POS
이/JKS;없/VA,Medium,Judgment,NEG
이/JKS;없/VA;는/ETM,Medium,Argument,POS
이/JKS;없/VA;답니다/EF,Medium,Argument,POS
이/JKS;없/VA;어/EF,Medium,Argument,POS
이/JKS;없/VA;지/EC,Medium,Speculation,POS
이/JKS;없이/MAG,Medium,Judgment,POS
이/JKS;여물/VA,Medium,Argument,POS
이/JKS;여물/VA;ㄴ/ETM,Medium,Judgment,POS
이/JKS;여지/NNG,High,Judgment,POS
이/JKS;여지/NNG;없이/MAG,High,Judgment,POS
이/JKS;오/VV,Medium,Argument,POS
이/JKS;오/VV;ㄹ/ETM,Medium,Argument,POS
이/JKS;외국/NNG,High,Argument,NEG
이/JKS;외국/NNG;에/JKB,High,Judgment,POS
이/JKS;우리/NP,Medium,Judgment,NEG
이/JKS;우리/NP;를/JKO,Medium,Argument,POS
이/JKS;우리/NP;식탁/NNG,Medium,Judgment,NEG
이/JKS;우선/NNG,Low,Argument,POS
이/JKS;우선/NNG;하/XSV,Low,Judgment,NEG
이/JKS;위기/NNG,Medium,Judgment,POS
이/JKS;위기/NNG;를/JKO,Medium,Argument,NEG
이/JKS;이/MM,Low,Argument,POS
이/JKS;이/MM;지역/NNG,Low,Argument,NEG
이/JKS;이기/VV,Medium,Judgment,NEG
이/JKS;이기/VV;었/EP,Medium,Argument,COMP
이/JKS;일/VV,Medium,Judgment,COMP
이/JKS;일반/NNG,Medium,Emotion,COMP
이/JKS;일반/NNG;화/XSN,Medium,Argument,POS
이/JKS;일어나/VV,Medium,Emotion,NEG
이/JKS;일어나/VV;ㄹ/ETM,Medium,Argument,POS
이/JKS;있/VA,Medium,Argument,NEG
이/JKS;있/VV,Medium,Judgment,NEG
이/JKS;있/VV;는/ETM,Medium,Argument,POS
이/JKS;있/VV;다/EF,Medium,Argument,POS
이/JKS;있/VV;다면/EC,High,Argument,POS
이/JKS;적/VA,Medium,Argument,NEG
이/JKS;적/VA;지/EC,High,Judgment,POS
이/JKS;전국/NNG,Medium,Judgment,POS
이/JKS;전국/NNG;적/XSN,Medium,Judgment,POS
이/JKS;전시장/NNG,Medium,Judgment,POS
이/JKS;전시장/NNG;으로/JKB,Medium,Judgment,POS
이/JKS;점점/MAG,Medium,Others,POS
이/JKS;점점/MAG;깊/VA,Medium,Argument,NEG
이/JKS;접근/NNG,Medium,Argument,POS
이/JKS;접근/NNG;하/XSV,Medium,Judgment,NEG
이/JKS;제대로/MAG,Medium,Judgment,POS
이/JKS;제대로/MAG;보이/VV,Medium,Judgment,NEG
이/JKS;제시/NNG,Medium,Judgment,POS
이/JKS;제시/NNG;되/XSV,Medium,Argument,NEG
이/JKS;제아무리/MAG,Medium,Judgment,POS
이/JKS;제아무리/MAG;높/VA,Medium,Argument,NEG
이/JKS;조성/NNG,Medium,Argument,POS
이/JKS;조성/NNG;되/XSV,Medium,Judgment,NEG
이/JKS;존재/NNG,Medium,Judgment,POS
이/JKS;존재/NNG;하/XSV,Medium,Argument,POS
이/JKS;좋/VA,Medium,Judgment,POS
이/JKS;좋/VA;아/EC,Medium,Argument,POS
이/JKS;좋/VA;았/EP,Medium,Argument,POS
이/JKS;주로/MAG,Low,Argument,POS
이/JKS;주로/MAG;호소/NNG,Low,Argument,POS
이/JKS;지/VV,Medium,Argument,POS
이/JKS;지나치/VA,Medium,Argument,POS
이/JKS;지나치/VA;게/EC,Medium,Argument,NEG
이/JKS;찾아오/VV,Medium,Judgment,NEG
이/JKS;처음/NNG,Medium,Argument,NEG
이/JKS;처음/NNG;은/JX,Medium,Judgment,POS
이/JKS;충실/NNG,Medium,Argument,NEG
이/JKS;충실/NNG;하/XSA,Medium,Judgment,POS
이/JKS;치열/NNG,Medium,Judgment,NEG
이/JKS;치열/NNG;하/XSA,Medium,Judgment,POS
이/JKS;크/VA,Medium,Judgment,NEG
이/JKS;크/VA;게/EC,Medium,Argument,POS
이/JKS;텍스트/NNG,Medium,Judgment,POS
이/JKS;텍스트/NNG;가/JKC,Medium,Argument,POS
이/JKS;통하/VV,High,Argument,POS
이/JKS;통하/VV;지/EC,High,Judgment,POS
이/JKS;팔리/VV,High,Judgment,POS
이/JKS;편중/NNG,Low,Judgment,POS
이/JKS;편중/NNG;되/XSV,Low,Argument,NEG
이/JKS;필요/NNG,High,Argument,POS
이/JKS;필요/NNG;없/VA,High,Argument,POS
이/JKS;필요/NNG;하/XSA,Medium,Argument,POS
이/JKS;하/VV,Medium,Argument,POS
이/JKS;하/VV;ㄹ/ETM,Medium,Argument,POS
이/JKS;한/MM,Medium,Judgment,POS
이/JKS;한/MM;번/NNB,Medium,Argument,POS
이/JKS;함께/MAG,Medium,Argument,POS
이/JKS;함께/MAG;하/VV,Medium,Judgment,NEG
이/JKS;항생/NNG,Low,Argument,POS
이/JKS;항생/NNG;물질/NNG,Low,Argument,POS
이/JKS;해외/NNG,Low,Argument,POS
이/JKS;해외/NNG;로/JKB,Low,Argument,POS
이/JKS;해이/NNG,Medium,Judgment,NEG
이/JKS;해이/NNG;되/XSV,Medium,Judgment,NEG
이/JKS;허물/VV,Medium,Argument,NEG
이/JKS;허물/VV;어/EC,Medium,Judgment,POS
이/JKS;환하/VA,Medium,Judgment,NEG
이/JKS;환하/VA;아/EC,Medium,Judgment,POS
이/JKS;흉내/NNG,Medium,Judgment,NEG
이/JKS;흉내/NNG;내/VV,Medium,Judgment,POS
이/JKS;흐르/VV,Medium,Judgment,NEG
이/JKS;흐르/VV;ㄴ/ETM,Medium,Argument,NEG
이/JKS;흐르/VV;ㄴ다/EF,Medium,Argument,POS
이/JKS;힘들/VA,Low,Judgment,POS
이/JKS;힘들/VA;ㄹ/ETM,Low,Argument,NEG
이/MM,Medium,Argument,NEG
이/MM;결단/NNG,High,Argument,POS
이/MM;결단/NNG;을/JKO,High,Judgment,POS
이/MM;말/NNG,Medium,Judgment,POS
이/MM;말/NNG;도/JX,Medium,Intention,NEG
이/MM;밖/NNG,None,Argument,POS
이/MM;밖/NNG;에/JKB,None,Others,POS
이/MM;상쾌/XR,Medium,Judgment,POS
이/MM;상쾌/XR;하/XSA,Medium,Argument,POS
이/MM;세상/NNG,High,Judgment,POS
이/MM;세상/NNG;에/JKB,High,Argument,POS
이/MM;시집/NNG,Medium,Argument,POS
이/MM;시집/NNG;을/JKO,Medium,Argument,NEG
이/MM;음악/NNG,Medium,Argument,POS
이/MM;음악/NNG;은/JX,Medium,Argument,POS
이/MM;지구/NNG,Medium,Argument,POS
이/MM;지구/NNG;를/JKO,Medium,Argument,POS
이/MM;지역/NNG,Low,Judgment,POS
이/MM;지역/NNG;호텔/NNG,Low,Argument,POS
이/MM;집/NNG,Medium,Argument,NEUT
이/MM;집/NNG;은/JX,Medium,Argument,POS
이/MM;행사/NNG,Medium,Argument,NEUT
이/MM;행사/NNG;를/JKO,Medium,Argument,POS
이/NP,Medium,Judgment,POS
이/NP;같/VA,Medium,Judgment,NEUT
이/NP;같/VA;은/ETM,Medium,Judgment,POS
이/NP;들/XSN,Medium,Judgment,NEUT
이/NP;들/XSN;기능/NNG,Medium,Judgment,POS
이/NP;를/JKO,Medium,Judgment,NEUT
이/NP;를/JKO;국민/NNG,Medium,Argument,POS
이/NP;를/JKO;피하/VV,Medium,Judgment,POS
이/NP;에/JKB,Low,Judgment,POS
이/NP;에/JKB;따르/VV,Low,Argument,POS
이/NP;와/JKB,None,Argument,NEUT
